ORDER_ID,ORDER_LINE_ID,ORDER_DATE,CUSTOMER_ID,PRODUCT_ID,STORE_ID,QTY,UNIT_PRICE,DISCOUNT_PCT,PAYMENT_TYPE,ORDER_STATUS
O14046,2,2025-10-25,C0363,P1189,S048,5,4999,0,CASH,RETURNED
O14047,2,2025-01-20,C0970,P1104,S028,7,199,0,CRD,COMPLETED
O14047,4,2025-01-16,C0679,P1078,S034,3,1499,0,CASH,RETURNED
O14047,2,2025-12-10,C1640,P1078,S024,10,19999,10,CASH,RETURNED
O14047,2,2026-07-22,C1049,P1050,S048,3,899,15,CRD,RETURNED
O14047,2,2024-01-02,C0997,P1112,S009,5,2999,15,CARD,COMPLETED
O14048,5,2025-11-01,C0595,P1094,S041,5,199,15,CARD,RETURNED
O14049,3,2026-07-15,C1895,P1189,S022,9,499,25,,RETURNED
O14049,4,2024-06-06,C1884,P1172,S047,7,99,10,NETBANKING,PENDING
O14049,2,2024-01-09,C0442,P1185,S044,8,899,-5,CARD,COMPLETED
O14049,1,2024-04-17,C1622,P1012,S040,5,2999,,CASH,RETURNED
O14049,1,2025-05-13,C0641,P1083,S027,4,9999,20,CARD,CANCELLED
O14049,5,2025-04-07,C1919,P1185,S004,9,899,25,CASH,COMPLETED
O14049,5,2026-11-03,C0359,P1194,S034,7,2999,0,UPI,PENDING
O14050,3,2024-12-02,C0318,P1062,S048,10,199,5,,COMPLETED
O14051,3,2026-05-31,C0906,P1070,S016,6,49,10,CARD,PENDING
O14052,2,2024-05-01,C1507,P1117,S039,7,49,25,NETBANKING,RETURNED
O14052,3,2026-01-11,C0802,P1116,S008,4,199,10,,PENDING
O14053,3,2025-12-27,C1872,P1107,S009,7,49,0,CARD,COMPLETED
O14053,2,2026-06-21,C1120,P1063,S027,3,499,25,CARD,CANCELLED
O14053,3,2024-09-21,C0778,P1098,S022,1,1499,25,UPI,CANCELLED
O14054,1,2024-11-27,C1909,P1199,S035,5,2999,,CASH,CANCELLED
O14054,2,2024-10-31,C0014,P1101,S015,7,2999,20,UPI,COMPLETED
O14055,1,2026-12-24,C1412,P1121,S030,4,4999,15,CASH,PENDING
O14056,5,2026-01-15,C0535,P1113,S045,4,99,20,UPI,PENDING
O14057,3,2024-08-25,C1918,P1044,S030,5,899,25,,CANCELLED
O14058,1,2026-06-05,C1085,P1140,S004,1,9999,0,NETBANKING,COMPLETED
O14058,2,2024-08-29,C0163,P1071,S050,6,499,0,UPI,PENDING
O14058,2,2025-09-26,C0550,P1079,S013,10,49,,,COMPLETED
O14058,3,2026-01-25,C1289,P1112,S041,8,99,20,NETBANKING,CANCELLED
O14058,4,2026-01-22,C0186,P1177,S027,4,99,25,UPI,CANCELLED
O14058,2,2026-09-30,C1209,P1026,S023,9,9999,5,UPI,CANCELLED
O14058,1,2026-06-17,C0102,P1097,S010,2,2999,5,UPI,PENDING
O14058,2,2024-10-26,C1564,P1008,S007,5,19999,10,NETBANKING,PENDING
O14058,2,2026-12-09,C0060,P1121,S004,10,9999,10,CARD,COMPLETED
O14058,4,2025-05-13,C0679,P1089,S016,9,9999,5,UPI,RETURNED
O14058,5,2026-05-09,C1011,P1080,S011,6,899,5,UPI,PENDING
O14059,3,2024-03-16,C0918,P1091,S030,7,499,25,CARD,COMPLETED
O14059,5,2025-02-09,C0695,P1131,S025,9,49,,CARD,RETURNED
O14059,5,2025-09-29,C1375,P1188,S028,6,899,0,UPI,PENDING
O14060,2,2024-02-15,C1923,P1149,S040,4,1499,20,,COMPLETED
O14060,5,2025-09-21,C1549,P1032,S049,8,99,20,CARD,PENDING
O14061,4,2024-06-03,C0609,P1121,S013,8,499,25,NETBANKING,PENDING
O14061,5,2024-04-01,C1768,P1140,S040,7,199,,CASH,PENDING
O14062,3,2026-10-24,C0406,P1092,S018,8,1499,0,UPI,RETURNED
O14063,1,2025-07-01,C0449,P1035,S003,4,499,5,CARD,PENDING
O14064,2,2026-08-11,C1255,P1133,S008,1,4999,25,NETBANKING,CANCELLED
O14064,3,2026-02-28,C0910,P1128,S006,7,1499,10,NETBANKING,PENDING
O14064,2,2024-02-01,C0820,P1185,S028,6,49,25,CASH,PENDING
O14064,4,2024-10-25,C0295,P1025,S038,3,4999,15,UPI,PENDING
O14065,2,2026-07-02,C0460,P1126,S050,4,199,10,UPI,RETURNED
O14066,3,2024-07-07,C1323,P1153,S033,2,499,25,CASH,CANCELLED
O14066,4,2025-01-06,C1307,P1064,S002,6,1499,0,CARD,RETURNED
O14066,2,2026-01-23,C1333,P1027,S023,3,199,20,UPI,COMPLETED
O14066,2,2025-09-17,C0450,P1002,S049,1,2999,5,CARD,PENDING
O14067,1,2026-10-31,C1445,P1073,S028,5,2999,NA,NETBANKING,CANCELLED
O14067,2,2025-12-06,C1317,P1113,S037,3,199,,CRD,PENDING
O14067,5,2024-03-06,C1497,P1150,S004,5,4999,25,CASH,RETURNED
O14067,4,2025-02-12,C0464,P1030,S010,6,4999,,,CANCELLED
O14067,2,2026-01-21,C1199,P1155,S043,8,199,25,UPI,PENDING
O14068,5,2026-07-25,C0461,P1193,S001,7,199,25,CASH,CANCELLED
O14068,4,2025-11-07,C1955,P1177,S038,6,899,20,CARD,COMPLETED
O14068,3,2024-03-31,C0715,P1144,S003,4,19999,10,UPI,COMPLETED
O14068,4,2024-06-14,C0281,P1065,S039,8,899,15,CARD,CANCELLED
O14068,4,2025-08-12,C1331,P1041,S043,4,199,0,123,PENDING
O14069,5,2026-04-05,C0470,P1021,S030,9,49,10,CARD,CANCELLED
O14069,4,2026-04-19,C0793,P1062,S007,1,2999,20,CARD,CANCELLED
O14070,2,2024-08-28,C1568,P1056,S008,8,9999,5,NETBANKING,CANCELLED
O14071,1,2026-09-18,C0639,P1084,S046,10,899,0,CARD,CANCELLED
O14071,2,2025-05-02,C1764,P1154,S009,6,49,NA,CARD,CANCELLED
O14071,5,2024-02-29,C1741,P1124,S050,5,199,15,UPI,PENDING
O14072,5,2024-01-17,C1009,P1198,S046,9,199,25,,PENDING
O14073,1,2024-03-14,C0490,P1199,S048,3,199,25,CARD,CANCELLED
O14073,2,2024-08-05,C1512,P1148,S022,2,899,,,RETURNED
O14074,4,2026-09-24,C0914,P1037,S005,1,899,10,CARD,CANCELLED
O14075,2,2026-10-04,C0926,P1151,S049,4,1499,20,CASH,COMPLETED
O14075,3,2024-01-29,C1779,P1194,S027,9,99,10,,PENDING
O14075,5,2025-03-09,C1484,P1040,S033,7,2999,20,CASH,CANCELLED
O14076,4,2026-10-06,C0504,P1128,S009,1,199,0,CARD,COMPLETED
O14076,3,2026-10-31,C1324,P1046,S023,1,899,5,,PENDING
O14076,2,2024-02-06,C1707,P1195,S030,8,1499,20,NETBANKING,PENDING
O14077,2,2025-09-07,C0905,P1181,S005,6,19999,10,NETBANKING,CANCELLED
O14077,1,2024-01-11,C1651,P1175,S004,7,2999,10,NETBANKING,COMPLETED
O14077,4,2024-01-01,C1836,P1123,S028,9,1499,20,,COMPLETED
O14077,2,2026-02-18,C0964,P1002,S022,4,49,10,CASH,RETURNED
O14077,2,2024-02-25,C0150,P1029,S025,3,899,,CASH,PENDING
O14077,2,2025-10-25,C0979,P1040,S033,5,199,,123,PENDING
O14077,4,2026-03-17,C1657,P1006,S050,5,899,0,UPI,RETURNED
O14077,5,2026-08-14,C0990,P1168,S009,4,49,15,NETBANKING,CANCELLED
O14078,2,2025-03-17,C1414,P1083,S046,10,19999,25,UPI,COMPLETED
O14079,2,2026-02-16,C1159,P1050,S033,1,99,20,CASH,CANCELLED
O14079,3,2026-11-16,C1428,P1065,S046,6,9999,-5,CASH,RETURNED
O14079,2,2024-04-22,C0838,P1166,S025,4,1499,20,UPI,RETURNED
O14079,5,2024-08-01,C0937,P1081,S025,7,899,5,NETBANKING,RETURNED
O14079,4,2025-09-12,C1860,P1162,S004,3,199,25,NETBANKING,PENDING
O14079,4,2025-07-23,C0662,P1165,S047,5,499,10,CASH,PENDING
O14080,3,2024-03-19,C0391,P1101,S031,6,99,,CARD,COMPLETED
O14081,1,2024-07-03,C0216,P1013,S034,1,199,10,UPI,PENDING
O14081,5,2024-10-08,C0788,P1077,S029,4,1499,15,CARD,CANCELLED
O14081,4,2026-09-22,C1312,P1046,S048,4,2999,25,CASH,RETURNED
O14081,5,2024-01-08,C0252,P1176,S012,10,4999,5,CASH,COMPLETED
O14081,4,2026-04-15,C0522,P1008,S043,1,2999,15,UPI,COMPLETED
O14081,2,2024-03-13,C1908,P1195,S047,6,99,10,CASH,PENDING
O14082,1,2025-01-15,C0791,P1155,S006,10,199,15,CASH,PENDING
O14082,4,2026-11-06,C0352,P1182,S013,3,199,20,UPI,CANCELLED
O14083,2,2024-12-04,C1658,P1063,S011,5,19999,15,NETBANKING,COMPLETED
O14083,2,2024-03-27,C0215,P1146,S009,6,199,5,UPI,RETURNED
O14084,5,2026-06-23,C0560,P1129,S011,8,1499,10,CASH,COMPLETED
O14085,3,2024-01-13,C0103,P1040,S033,1,99,5,NETBANKING,PENDING
O14085,3,2026-07-21,C0009,P1050,S028,10,899,NA,NETBANKING,COMPLETED
O14085,1,2026-10-01,C1608,P1114,S050,1,199,20,CASH,CANCELLED
O14085,5,2025-10-28,C0393,P1114,S014,8,899,5,CASH,PENDING
O14085,2,2025-10-09,C1628,P1087,S004,6,1499,10,CASH,COMPLETED
O14086,4,2026-01-25,C1487,P1025,S020,1,199,5,UPI,RETURNED
O14086,4,2025-03-29,C0145,P1060,S016,1,4999,25,CASH,RETURNED
O14086,1,2024-06-20,C1778,P1183,S012,10,9999,20,CARD,PENDING
O14086,5,2024-10-03,C0838,P1056,S049,10,4999,15,CRD,PENDING
O14086,5,2025-05-01,C1234,P1047,S018,8,19999,20,UPI,RETURNED
O14087,2,2026-07-09,C0176,P1018,S044,4,99,0,CARD,CANCELLED
O14087,1,2025-05-27,C1541,P1082,S017,9,4999,0,CARD,RETURNED
O14087,1,2025-03-04,C1501,P1111,S048,5,499,10,CASH,RETURNED
O14088,4,2024-03-01,C0695,P1130,S036,8,2999,5,NETBANKING,CANCELLED
O14088,5,2025-07-01,C0988,P1081,S007,1,19999,0,CARD,CANCELLED
O14089,1,2026-05-20,C1330,P1063,S010,6,4999,10,CARD,CANCELLED
O14089,1,2025-02-24,C0908,P1007,S019,2,199,25,CARD,PENDING
O14090,4,2026-10-06,C0496,P1138,S039,2,499,-5,,COMPLETED
O14091,2,2024-04-12,C0474,P1190,S008,9,2999,15,NETBANKING,RETURNED
O14091,1,2025-09-23,C0042,P1131,S035,1,1499,25,NETBANKING,CANCELLED
O14092,3,2024-03-13,C1807,P1132,S022,4,2999,20,CASH,CANCELLED
O14093,2,2026-06-13,C0594,P1170,S039,4,1499,20,CASH,CANCELLED
O14093,1,2025-04-17,C0758,P1196,S021,3,499,,CASH,PENDING
O14094,4,2024-10-31,C0087,P1097,S031,6,99,20,NETBANKING,CANCELLED
O14095,1,2026-01-25,C0170,P1019,S037,8,99,20,NETBANKING,RETURNED
O14095,5,2024-09-20,C1967,P1075,S048,9,899,10,UPI,COMPLETED
O14095,2,2024-01-01,C1072,P1151,S046,10,19999,,NETBANKING,PENDING
O14095,1,2026-01-28,C1121,P1005,S033,4,49,5,NETBANKING,CANCELLED
O14095,2,2026-09-02,C1433,P1153,S011,7,899,5,CASH,COMPLETED
O14096,4,2025-04-21,C0909,P1116,S025,4,9999,0,UPI,COMPLETED
O14097,2,2026-10-08,C0865,P1037,S021,5,9999,5,NETBANKING,RETURNED
O14098,3,2025-04-17,C1007,P1101,S049,4,49,10,NETBANKING,CANCELLED
O14098,2,2024-02-06,C0070,P1188,S036,6,9999,5,NETBANKING,COMPLETED
O14098,5,2024-07-10,C1810,P1188,S037,4,499,5,UPI,PENDING
O14098,1,2026-04-27,C1077,P1065,S047,6,99,5,NETBANKING,PENDING
O14098,3,2026-12-02,C0813,P1153,S023,10,2999,0,NETBANKING,RETURNED
O14098,2,2025-10-12,C1364,P1129,S015,6,899,20,NETBANKING,COMPLETED
O14098,4,2024-02-24,C0730,P1091,S050,10,49,,CASH,RETURNED
O14098,2,2026-02-28,C0396,P1054,S015,2,499,20,NETBANKING,PENDING
O14098,2,2026-06-04,C1125,P1137,S032,2,2999,5,CASH,CANCELLED
O14098,3,2025-09-09,C1203,P1086,S030,6,19999,25,CASH,PENDING
O14099,2,2025-05-02,C0627,P1010,S029,2,4999,0,UPI,COMPLETED
O14099,1,2025-07-05,C1092,P1193,S044,8,499,25,UPI,COMPLETED
O14100,5,2025-03-09,C1471,P1066,S045,6,99,25,CASH,RETURNED
O14100,4,2024-07-18,C0525,P1057,S028,6,499,20,CRD,PENDING
O14100,2,2025-10-09,C0182,P1079,S021,1,2999,0,UPI,RETURNED
O14101,2,2024-12-19,C1292,P1112,S022,10,199,NA,NETBANKING,CANCELLED
O14101,3,2026-07-06,C0140,P1167,S037,9,2999,15,NETBANKING,CANCELLED
O14101,1,2026-09-20,C0846,P1064,S010,10,499,25,CARD,RETURNED
O14101,5,2025-02-10,C1678,P1129,S002,9,899,5,,CANCELLED
O14102,5,2026-06-07,C1106,P1131,S042,3,2999,20,CASH,RETURNED
O14103,1,2024-05-08,C0366,P1041,S043,7,1499,10,NETBANKING,PENDING
O14104,2,2026-03-30,C0183,P1156,S041,3,899,0,CARD,RETURNED
O14105,5,2025-01-28,C0102,P1045,S036,5,2999,NA,UPI,PENDING
O14105,2,2024-01-11,C0013,P1061,S002,1,899,NA,CASH,CANCELLED
O14106,1,2026-02-09,C1797,P1088,S011,9,199,10,CARD,PENDING
O14107,1,2025-07-03,C0575,P1064,S029,2,199,10,UPI,COMPLETED
O14108,4,2026-04-09,C1802,P1151,S048,6,899,20,CARD,PENDING
O14109,3,2026-05-12,C0424,P1135,S048,5,2999,25,NETBANKING,COMPLETED
O14110,1,2024-01-25,C1717,P1099,S020,2,1499,10,CASH,RETURNED
O14111,4,2026-03-29,C0199,P1184,S012,1,99,15,CRD,PENDING
O14112,2,2025-01-28,C0059,P1141,S034,6,899,25,UPI,COMPLETED
O14112,2,2026-04-12,C1752,P1146,S044,3,2999,25,,CANCELLED
O14112,5,2026-05-12,C0294,P1173,S032,6,9999,0,CARD,PENDING
O14112,5,2025-11-06,C0716,P1114,S003,4,49,5,NETBANKING,COMPLETED
O14113,3,2025-03-31,C0442,P1200,S020,8,1499,20,UPI,RETURNED
O14113,4,2025-12-12,C0617,P1106,S020,1,49,0,CASH,PENDING
O14114,1,2026-03-30,C1878,P1026,S009,8,199,20,UPI,RETURNED
O14114,1,2024-07-29,C1694,P1035,S024,3,49,10,NETBANKING,PENDING
O14114,4,2024-03-12,C0288,P1072,S043,5,19999,5,,COMPLETED
O14114,3,2026-07-06,C0394,P1172,S014,6,1499,0,,PENDING
O14115,5,2025-07-01,C1100,P1139,S003,5,2999,25,UPI,CANCELLED
O14115,4,2026-03-09,C0534,P1145,S028,8,199,15,CASH,COMPLETED
O14115,3,2024-06-24,C0869,P1005,S035,7,199,20,UPI,RETURNED
O14115,1,2025-04-07,C1276,P1090,S045,3,49,,UPI,COMPLETED
O14115,1,2024-11-11,C0221,P1114,S045,7,9999,0,CARD,CANCELLED
O14115,3,2026-05-12,C1597,P1041,S040,5,199,25,CRD,RETURNED
O14115,3,2026-12-26,C0998,P1118,S032,8,99,-5,UPI,RETURNED
O14115,3,2025-11-01,C1753,P1157,S020,7,899,15,UPI,CANCELLED
O14115,2,2026-01-31,C0977,P1128,S016,3,19999,0,UPI,PENDING
O14116,4,2025-09-20,C0800,P1165,S033,4,49,15,CASH,PENDING
O14116,3,2025-12-30,C0485,P1068,S004,7,49,10,CARD,CANCELLED
O14117,2,2026-05-18,C0187,P1159,S033,10,199,,NETBANKING,PENDING
O14117,3,2024-01-24,C0008,P1041,S028,6,499,5,UPI,RETURNED
O14118,4,2024-08-05,C0312,P1124,S049,5,499,20,CASH,PENDING
O14118,2,2026-12-12,C1278,P1165,S008,1,2999,15,CARD,COMPLETED
O14118,5,2024-03-03,C0111,P1179,S033,10,4999,0,UPI,PENDING
O14118,5,2026-01-21,C1124,P1016,S016,10,499,5,CASH,CANCELLED
O14118,1,2025-07-29,C0721,P1051,S045,7,499,0,CARD,PENDING
O14118,5,2025-07-20,C0720,P1175,S018,2,2999,10,NETBANKING,COMPLETED
O14118,5,2024-11-01,C1171,P1150,S020,5,19999,15,CRD,CANCELLED
O14119,4,2024-05-11,C1950,P1101,S049,6,19999,0,UPI,COMPLETED
O14119,4,2025-08-19,C1819,P1029,S018,7,899,15,UPI,RETURNED
O14119,3,2026-03-24,C0810,P1025,S046,4,99,10,CARD,COMPLETED
O14120,4,2026-04-22,C1041,P1152,S029,10,1499,5,CARD,CANCELLED
O14120,5,2026-02-10,C0387,P1104,S030,8,4999,10,123,PENDING
O14121,3,2024-01-11,C1611,P1084,S026,1,1499,10,CARD,PENDING
O14121,4,2026-11-06,C0812,P1141,S035,9,899,25,CARD,COMPLETED
O14121,5,2026-01-04,C1284,P1191,S025,7,499,15,CARD,PENDING
O14121,3,2025-08-29,C0333,P1147,S030,3,19999,20,CARD,RETURNED
O14122,3,2024-03-02,C1774,P1077,S020,8,9999,25,NETBANKING,CANCELLED
O14122,3,2025-10-03,C0168,P1138,S040,6,19999,10,CASH,RETURNED
O14122,3,2025-03-29,C0460,P1171,S045,9,2999,0,NETBANKING,RETURNED
O14122,4,2026-06-25,C1649,P1106,S007,9,499,15,UPI,CANCELLED
O14122,1,2024-05-22,C0932,P1043,S002,2,19999,0,NETBANKING,COMPLETED
O14122,3,2026-03-24,C0913,P1104,S002,2,1499,10,CASH,COMPLETED
O14122,2,2024-11-05,C0775,P1145,S018,10,1499,10,CASH,CANCELLED
O14123,3,2025-02-13,C0439,P1163,S013,10,899,,CARD,COMPLETED
O14123,4,2024-02-22,C0651,P1185,S003,3,1499,10,CRD,COMPLETED
O14123,3,2026-11-08,C0669,P1083,S026,4,1499,0,CARD,RETURNED
O14124,4,2026-12-01,C2000,P1173,S037,2,9999,15,NETBANKING,PENDING
O14124,2,2026-12-03,C0380,P1192,S038,4,199,15,CRD,CANCELLED
O14125,5,2026-10-03,C0678,P1009,S017,5,499,5,CARD,RETURNED
O14125,4,2025-02-23,C0977,P1127,S030,10,49,0,UPI,RETURNED
O14125,1,2024-10-06,C0767,P1061,S027,5,899,20,CASH,PENDING
O14126,2,2026-09-20,C1606,P1156,S035,8,899,10,,CANCELLED
O14127,3,2026-06-10,C1975,P1095,S033,5,199,5,,RETURNED
O14127,1,2026-06-24,C1931,P1106,S029,8,99,0,CASH,CANCELLED
O14128,1,2025-01-14,C0037,P1001,S006,1,1499,5,UPI,CANCELLED
O14128,3,2024-10-30,C0408,P1173,S025,3,899,20,NETBANKING,COMPLETED
O14129,4,2026-05-16,C1826,P1039,S037,6,19999,25,CRD,CANCELLED
O14129,5,2024-08-12,C1698,P1082,S014,6,49,0,UPI,CANCELLED
O14130,5,2024-01-20,C0553,P1178,S016,5,4999,20,CARD,CANCELLED
O14130,3,2025-09-22,C0559,P1140,S037,6,9999,,UPI,PENDING
O14130,3,2026-06-15,C1236,P1103,S020,7,2999,0,UPI,RETURNED
O14130,3,2025-07-09,C0836,P1163,S032,5,4999,10,UPI,COMPLETED
O14130,4,2026-01-15,C1368,P1198,S038,8,19999,25,NETBANKING,RETURNED
O14131,2,2026-11-13,C1276,P1137,S019,8,1499,25,CARD,COMPLETED
O14131,5,2025-08-22,C0596,P1001,S044,7,199,0,,RETURNED
O14132,5,2026-11-23,C1149,P1101,S042,6,9999,,CASH,CANCELLED
O14133,4,2024-03-11,C0597,P1057,S005,9,19999,,CASH,COMPLETED
O14133,1,2024-01-11,C1454,P1165,S030,5,199,,,CANCELLED
O14134,1,2025-12-24,C1481,P1028,S029,7,899,NA,NETBANKING,COMPLETED
O14134,5,2025-03-20,C1059,P1034,S011,9,4999,15,UPI,COMPLETED
O14135,2,2024-01-14,C1080,P1180,S040,1,4999,10,CASH,PENDING
O14136,4,2025-09-06,C0645,P1054,S044,1,899,15,NETBANKING,COMPLETED
O14136,2,2026-07-27,C1402,P1179,S050,6,2999,20,NETBANKING,PENDING
O14136,1,2024-10-17,C1861,P1082,S034,5,2999,10,UPI,RETURNED
O14137,3,2025-01-29,C1972,P1088,S013,6,1499,25,,PENDING
O14137,3,2026-10-03,C0432,P1016,S033,5,1499,10,CASH,PENDING
O14137,3,2025-02-23,C1965,P1034,S047,8,499,25,CASH,CANCELLED
O14137,1,2026-08-22,C1015,P1074,S038,2,4999,25,CASH,COMPLETED
O14137,4,2024-07-14,C1778,P1086,S018,4,99,10,CARD,CANCELLED
O14137,2,2026-11-29,C0979,P1140,S014,4,899,5,CARD,CANCELLED
O14138,1,2024-07-18,C0109,P1025,S049,4,2999,20,CARD,CANCELLED
O14139,3,2026-09-05,C1504,P1103,S043,4,199,20,123,COMPLETED
O14139,3,2024-04-22,C0784,P1142,S017,8,19999,15,CASH,COMPLETED
O14139,5,2026-08-08,C0656,P1045,S048,5,99,,UPI,CANCELLED
O14139,1,2025-10-25,C0818,P1119,S032,6,1499,15,CASH,PENDING
O14139,3,2026-01-17,C0493,P1024,S024,3,9999,10,NETBANKING,CANCELLED
O14140,4,2025-04-27,C0744,P1015,S009,9,19999,,UPI,CANCELLED
O14141,1,2025-12-31,C0346,P1169,S035,1,4999,15,CASH,CANCELLED
O14141,5,2024-12-25,C0233,P1031,S018,1,9999,5,UPI,CANCELLED
O14142,3,2025-08-25,C1409,P1164,S010,6,49,15,UPI,COMPLETED
O14142,2,2025-01-27,C1787,P1024,S027,4,4999,10,CARD,COMPLETED
O14143,1,2025-01-21,C1263,P1023,S011,1,9999,,UPI,RETURNED
O14143,2,2026-02-11,C0291,P1131,S002,6,99,25,UPI,CANCELLED
O14144,4,2025-06-06,C0835,P1066,S014,1,899,0,CARD,COMPLETED
O14144,1,2024-07-22,C0414,P1127,S032,2,4999,5,CARD,PENDING
O14145,1,2024-06-04,C1557,P1065,S025,4,499,10,,COMPLETED
O14145,2,2026-05-04,C0707,P1132,S039,8,1499,,CRD,RETURNED
O14145,5,2026-07-24,C1863,P1075,S033,5,1499,0,UPI,RETURNED
O14145,2,2025-03-07,C0461,P1137,S045,5,19999,20,,PENDING
O14145,3,2024-12-30,C1728,P1104,S010,2,19999,0,UPI,RETURNED
O14145,1,2026-03-22,C0724,P1175,S043,3,2999,15,UPI,COMPLETED
O14146,1,2024-12-08,C0577,P1058,S036,9,2999,20,NETBANKING,PENDING
O14146,4,2025-01-23,C1511,P1060,S043,7,4999,5,UPI,CANCELLED
O14146,4,2026-08-25,C1386,P1032,S012,6,19999,15,NETBANKING,COMPLETED
O14146,1,2026-06-28,C1423,P1123,S001,10,2999,,NETBANKING,CANCELLED
O14147,5,2026-10-18,C0293,P1114,S017,7,4999,20,CASH,CANCELLED
O14148,3,2026-01-01,C1834,P1148,S047,10,99,20,CARD,PENDING
O14149,5,2025-03-12,C0542,P1097,S006,6,49,5,UPI,PENDING
O14149,4,2025-05-07,C0247,P1041,S004,3,2999,25,UPI,CANCELLED
O14150,4,2026-08-18,C1086,P1034,S037,9,9999,20,CARD,COMPLETED
O14150,5,2025-08-26,C0860,P1079,S030,5,9999,15,NETBANKING,PENDING
O14151,5,2026-02-19,C1308,P1123,S049,3,499,0,UPI,PENDING
O14152,1,2024-08-03,C1193,P1104,S007,1,49,10,NETBANKING,COMPLETED
O14152,5,2026-04-18,C1800,P1122,S037,10,4999,15,CASH,COMPLETED
O14153,3,2025-03-30,C1369,P1007,S008,7,1499,,CASH,COMPLETED
O14154,1,2024-10-14,C1206,P1135,S030,8,1499,,CASH,CANCELLED
O14155,4,2025-07-28,C1946,P1157,S018,4,4999,20,CASH,COMPLETED
O14155,4,2026-01-08,C1208,P1146,S032,1,9999,25,UPI,PENDING
O14155,2,2024-08-18,C1329,P1192,S019,3,899,5,CARD,COMPLETED
O14155,1,2024-03-27,C0314,P1153,S030,1,4999,20,CARD,CANCELLED
O14155,5,2026-02-02,C1802,P1032,S043,2,199,10,CARD,COMPLETED
O14156,1,2024-01-13,C1492,P1152,S027,2,199,NA,UPI,COMPLETED
O14157,1,2024-04-17,C0480,P1075,S027,8,499,10,CARD,PENDING
O14158,3,2024-01-27,C1199,P1189,S032,10,2999,20,NETBANKING,COMPLETED
O14159,2,2024-02-10,C1054,P1030,S039,4,1499,10,CARD,RETURNED
O14159,5,2025-01-07,C0067,P1109,S002,3,2999,5,NETBANKING,PENDING
O14159,3,2026-03-14,C0256,P1079,S036,4,9999,5,CARD,COMPLETED
O14159,2,2026-11-25,C1189,P1065,S039,7,199,,NETBANKING,CANCELLED
O14160,4,2026-11-18,C0971,P1087,S006,4,2999,25,123,RETURNED
O14160,3,2025-07-21,C0147,P1081,S026,1,2999,,CASH,COMPLETED
O14160,4,2026-11-09,C0121,P1101,S012,10,49,25,UPI,COMPLETED
O14160,2,2025-01-16,C0418,P1089,S047,2,2999,5,UPI,RETURNED
O14160,3,2026-05-20,C0486,P1016,S034,9,9999,-5,NETBANKING,PENDING
O14160,2,2026-07-07,C0768,P1110,S045,5,1499,5,CARD,CANCELLED
O14161,5,2026-06-07,C0557,P1101,S015,3,19999,10,NETBANKING,RETURNED
O14162,5,2024-03-20,C0206,P1129,S045,2,99,0,UPI,RETURNED
O14162,4,2025-12-04,C0744,P1042,S030,8,1499,15,NETBANKING,COMPLETED
O14162,2,2025-12-28,C1218,P1045,S019,1,899,25,UPI,RETURNED
O14163,5,2026-05-27,C1219,P1126,S039,3,49,10,NETBANKING,PENDING
O14164,4,2025-04-20,C0949,P1148,S033,6,99,NA,UPI,PENDING
O14165,1,2025-08-27,C0323,P1181,S023,2,9999,20,NETBANKING,RETURNED
O14165,4,2025-04-09,C0208,P1013,S016,7,9999,15,CASH,CANCELLED
O14165,5,2025-07-03,C0447,P1076,S037,7,1499,5,UPI,CANCELLED
O14165,5,2026-12-03,C1607,P1198,S014,1,199,10,CASH,PENDING
O14165,1,2026-01-26,C1025,P1155,S042,9,199,0,CARD,RETURNED
O14166,5,2025-03-29,C0898,P1182,S024,10,49,10,NETBANKING,COMPLETED
O14167,5,2026-09-27,C0041,P1004,S009,6,99,0,NETBANKING,CANCELLED
O14168,3,2025-08-16,C1017,P1009,S048,4,99,20,CASH,PENDING
O14168,5,2026-08-08,C0863,P1186,S031,9,2999,5,NETBANKING,CANCELLED
O14169,4,2026-10-16,C0126,P1085,S025,10,99,5,CARD,COMPLETED
O14170,5,2024-04-03,C0722,P1024,S028,5,499,20,CASH,RETURNED
O14171,4,2026-06-11,C0282,P1018,S022,8,19999,15,UPI,PENDING
O14171,2,2024-10-26,C0571,P1168,S009,9,899,0,UPI,COMPLETED
O14171,1,2026-07-23,C0381,P1008,S004,7,1499,5,CASH,PENDING
O14171,2,2024-07-17,C0448,P1199,S043,3,19999,20,NETBANKING,PENDING
O14172,4,2026-05-09,C1785,P1121,S045,2,99,10,UPI,COMPLETED
O14173,2,2025-07-22,C0798,P1004,S048,1,1499,,NETBANKING,CANCELLED
O14173,4,2025-10-08,C1265,P1116,S020,2,2999,10,CARD,COMPLETED
O14174,1,2025-09-09,C0868,P1056,S021,8,4999,,NETBANKING,PENDING
O14174,4,2026-06-11,C0767,P1048,S019,3,99,5,CARD,CANCELLED
O14175,3,2024-11-05,C0287,P1101,S012,5,199,10,NETBANKING,CANCELLED
O14175,3,2026-06-13,C0716,P1128,S023,8,9999,20,UPI,COMPLETED
O14176,5,2024-06-22,C1746,P1117,S048,8,19999,20,CARD,RETURNED
O14177,5,2025-12-23,C1529,P1064,S034,4,9999,15,CRD,RETURNED
O14177,2,2024-09-11,C0097,P1197,S007,10,199,,CASH,RETURNED
O14177,2,2024-09-22,C1433,P1018,S043,8,19999,10,NETBANKING,CANCELLED
