STORE_ID,STORE_NAME,REGION,CITY,STATE,COUNTRY,OPEN_DATE,STATUS
S9115,Store_9115,SOUTH,Kolkata,,India,2026-01-31,
S9116,Store_9116,SOUTH,,MH,India,,RENOVATION
,Store_9117,WEST,Bengaluru,RJ,India,2023-02-08,
S9118,Store_9118,,Kolkata,MP,India,2023-10-02,
,Store_9119,,Hyderabad,DL,India,2021-09-27,OPEN
S9120,Store_9120,,Chennai,DL,,2026-01-08,OPEN
S9121,Store_9121,CENTRAL,Delhi,,India,2023-01-07,
,Store_9122,SOUTH,,MP,India,2025-11-17,CLOSED
S9123,Store_9123,CENTRAL,,RJ,India,2023-01-19,
S9124,,WEST,Delhi,RJ,India,,CLOSED
S9125,Store_9125,CENTRAL,Indore,,India,2025-02-22,
,Store_9126,SOUTH,Delhi,,India,2022-08-27,RENOVATION
S9127,,CENTRAL,Kolkata,,India,2021-08-16,OPEN
,Store_9128,WEST,,DL,India,2023-06-24,OPEN
S9129,Store_9129,NORTH,Hyderabad,,India,,RENOVATION
S9130,Store_9130,SOUTH,,TS,India,,CLOSED
S9131,Store_9131,CENTRAL,,TS,,2024-03-15,CLOSED
S9132,,NORTH,,WB,India,2022-04-02,RENOVATION
S9133,Store_9133,EAST,,DL,India,,RENOVATION
,Store_9134,,Bengaluru,RJ,India,2021-05-03,RENOVATION
,Store_9135,WEST,Hyderabad,,India,2024-03-02,OPEN
S9136,Store_9136,EAST,Hyderabad,KA,,2021-10-21,
S9137,Store_9137,,Pune,TN,India,2021-04-28,
S9138,Store_9138,WEST,,,India,2021-07-21,CLOSED
S9139,Store_9139,,Bengaluru,WB,India,2024-09-23,
S9140,Store_9140,CENTRAL,Delhi,MH,India,,
S9141,Store_9141,WEST,Kolkata,,India,2023-06-25,
S9142,Store_9142,,,KL,India,2021-09-26,CLOSED
S9143,Store_9143,CENTRAL,,TN,India,,CLOSED
S9144,Store_9144,,Chennai,KL,India,,OPEN
,Store_9145,NORTH,,KL,India,2025-09-20,OPEN
S9146,Store_9146,,,TS,India,2025-05-16,OPEN
S9147,,WEST,Mumbai,,India,2024-09-23,OPEN
S9148,,,Hyderabad,TS,India,2021-12-22,OPEN
S9149,Store_9149,,Mumbai,TS,,2025-05-04,CLOSED
S9150,Store_9150,NORTH,Bengaluru,,,2023-07-31,CLOSED
,Store_9151,SOUTH,Hyderabad,,India,2025-01-06,OPEN
,Store_9152,EAST,Hyderabad,KL,,2024-08-15,RENOVATION
S9153,,,Pune,WB,India,2021-11-15,OPEN
,Store_9154,NORTH,Kochi,,India,2023-11-21,OPEN
,Store_9155,EAST,Delhi,,India,2025-12-25,CLOSED
,Store_9156,SOUTH,Kochi,,India,2022-07-26,RENOVATION
S9157,Store_9157,NORTH,Delhi,KL,,2025-01-26,
S9158,,NORTH,Mumbai,RJ,India,2025-12-07,
S9159,Store_9159,NORTH,,TS,India,2021-04-22,
S9160,Store_9160,,Indore,WB,,2023-10-01,RENOVATION
S9161,Store_9161,EAST,Pune,,India,,OPEN
,,SOUTH,Mumbai,TS,India,2024-04-18,RENOVATION
S9163,Store_9163,EAST,Indore,,India,2023-03-21,
S9164,Store_9164,SOUTH,,WB,India,,CLOSED
,Store_9165,NORTH,,KA,India,2025-03-04,OPEN
,Store_9166,WEST,,KL,India,2022-11-20,CLOSED
S9167,Store_9167,,,TS,India,2024-07-05,OPEN
S9168,Store_9168,NORTH,,RJ,India,,CLOSED
S9169,Store_9169,EAST,,DL,India,2021-04-14,
S9170,Store_9170,,,MP,India,2021-02-27,RENOVATION
,Store_9171,SOUTH,Hyderabad,WB,India,,CLOSED
S9172,,CENTRAL,Delhi,MP,,2024-05-07,OPEN
S9173,Store_9173,,,MP,India,2023-10-25,OPEN
S9174,,EAST,Chennai,WB,India,2022-07-23,
S9175,Store_9175,,Bengaluru,MP,,2021-03-01,OPEN
S9176,Store_9176,NORTH,Chennai,DL,,2026-01-17,
S9177,Store_9177,NORTH,Delhi,,India,,CLOSED
,Store_9178,SOUTH,Kolkata,KA,,2021-04-22,CLOSED
,Store_9179,CENTRAL,Pune,DL,India,2025-10-02,
S9180,Store_9180,NORTH,Pune,WB,,2023-10-13,
,Store_9181,,Bengaluru,MH,India,2021-04-16,RENOVATION
S9182,Store_9182,SOUTH,,MH,India,2024-03-22,
S9183,,WEST,Kolkata,,India,2023-08-22,CLOSED
,Store_9184,WEST,Hyderabad,,India,2021-02-17,OPEN
S9185,Store_9185,WEST,Pune,RJ,,2021-04-26,
S9186,Store_9186,,Hyderabad,,India,2023-12-12,OPEN
S9187,Store_9187,,Delhi,MH,India,2024-04-07,
,,SOUTH,Bengaluru,KA,India,2022-05-18,RENOVATION
S9189,Store_9189,,Mumbai,,India,2023-10-30,OPEN
S9190,Store_9190,SOUTH,,TS,India,,RENOVATION
S9191,,CENTRAL,,TN,India,2025-11-18,RENOVATION
S9192,Store_9192,CENTRAL,,DL,India,,RENOVATION
S9193,Store_9193,SOUTH,Kochi,,India,,OPEN
S9194,Store_9194,CENTRAL,Chennai,,India,,OPEN
,Store_9195,SOUTH,Indore,KA,,2021-11-22,OPEN
S9196,,SOUTH,Pune,,India,2025-01-22,RENOVATION
S9197,Store_9197,EAST,,KL,,2023-09-23,OPEN
S9198,Store_9198,NORTH,Kochi,MH,,,OPEN
S9199,Store_9199,NORTH,Jaipur,WB,India,,
,,NORTH,Indore,RJ,India,2022-04-07,RENOVATION
S9201,,EAST,Chennai,TN,India,,OPEN
S9202,Store_9202,WEST,Delhi,,India,,OPEN
S9203,Store_9203,WEST,,,India,2025-03-19,CLOSED
S9204,Store_9204,,Delhi,TN,India,2024-10-03,
,Store_9205,CENTRAL,Pune,MP,,2023-10-18,RENOVATION
S9206,Store_9206,EAST,Indore,,India,2024-05-06,
S9207,Store_9207,EAST,Kochi,RJ,,,OPEN
S9208,Store_9208,NORTH,,TN,India,2025-11-19,
S9209,Store_9209,,Chennai,,India,2025-05-16,RENOVATION
S9210,Store_9210,NORTH,Delhi,,India,,CLOSED
S9211,Store_9211,CENTRAL,Pune,TN,,2022-08-07,
S9212,Store_9212,SOUTH,,,India,2021-02-23,CLOSED
,,SOUTH,Mumbai,TS,India,2024-10-18,RENOVATION
S9214,,WEST,Chennai,,India,2022-09-14,RENOVATION
S9215,Store_9215,WEST,Pune,,,2024-05-02,RENOVATION
S9216,Store_9216,,Chennai,KA,India,2023-01-29,
S9217,Store_9217,,Hyderabad,DL,,2021-03-31,OPEN
S9218,Store_9218,EAST,,TN,India,,OPEN
S9219,Store_9219,EAST,Bengaluru,MP,India,,
S9220,,NORTH,Pune,,India,2022-03-29,OPEN
S9221,,WEST,Bengaluru,,India,2023-02-07,RENOVATION
S9222,Store_9222,CENTRAL,Hyderabad,,India,,OPEN
,Store_9223,SOUTH,Hyderabad,,India,2025-10-22,RENOVATION
S9224,Store_9224,SOUTH,Hyderabad,,India,2022-04-02,
S9225,Store_9225,CENTRAL,Pune,,India,,CLOSED
,,NORTH,Kochi,MH,India,2022-04-12,RENOVATION
S9227,,,Indore,TN,India,2022-07-15,RENOVATION
S9228,Store_9228,,Kolkata,KL,India,,OPEN
S9229,Store_9229,SOUTH,Indore,,India,2024-09-30,
S9230,Store_9230,NORTH,,TS,India,,RENOVATION
S9231,Store_9231,,,KA,India,2022-08-26,RENOVATION
S9232,Store_9232,EAST,,WB,,2023-08-27,CLOSED
,Store_9233,EAST,Bengaluru,TN,,2023-05-22,OPEN
S9234,Store_9234,WEST,,TN,India,2024-08-23,
,Store_9235,EAST,Pune,MP,India,,RENOVATION
S9236,Store_9236,CENTRAL,Kolkata,,India,,RENOVATION
S9237,Store_9237,EAST,,TN,,2023-04-27,CLOSED
S9238,Store_9238,,Indore,TS,India,2021-02-12,
,Store_9239,WEST,,RJ,India,2025-09-05,OPEN
S9240,Store_9240,SOUTH,Hyderabad,,India,,CLOSED
S9241,,,Pune,KA,India,2021-05-27,RENOVATION
,Store_9242,NORTH,Pune,MP,India,2025-11-29,
S9243,,NORTH,,TN,India,2023-01-25,RENOVATION
,Store_9244,CENTRAL,Jaipur,TN,,2023-08-02,RENOVATION
S9245,Store_9245,SOUTH,,MH,India,2021-09-01,
S9246,Store_9246,WEST,Hyderabad,KL,,2024-01-04,
,Store_9247,WEST,Hyderabad,KL,India,,CLOSED
S9248,Store_9248,,Hyderabad,DL,,2025-03-29,RENOVATION
,Store_9249,NORTH,Hyderabad,KL,,2021-02-24,RENOVATION
S9250,,CENTRAL,Jaipur,,India,2022-12-20,RENOVATION
S9251,Store_9251,,Pune,,India,2023-06-21,RENOVATION
S9252,Store_9252,WEST,Hyderabad,TS,India,,
S9253,Store_9253,CENTRAL,Kolkata,WB,,,CLOSED
S9254,,,Delhi,KL,India,2022-04-06,OPEN
,Store_9255,CENTRAL,Kolkata,,India,2025-03-18,RENOVATION
,,WEST,Mumbai,DL,India,2022-09-20,CLOSED
S9257,,NORTH,Kolkata,,India,2023-01-03,OPEN
S9258,Store_9258,SOUTH,,,India,2025-11-18,RENOVATION
S9259,Store_9259,EAST,Indore,TS,India,,
S9260,Store_9260,,,MP,India,2021-10-28,RENOVATION
S9261,Store_9261,NORTH,Pune,MP,India,,
S9262,Store_9262,WEST,Jaipur,TN,,,OPEN
S9263,,WEST,,WB,India,2022-04-29,OPEN
S9264,,NORTH,Delhi,DL,,2022-04-30,RENOVATION
S9265,,SOUTH,Chennai,DL,,2021-06-01,CLOSED
,Store_9266,WEST,Bengaluru,KL,India,2022-07-28,
S9267,Store_9267,,Chennai,TS,India,2024-02-26,
S9268,Store_9268,CENTRAL,Bengaluru,KL,,2025-08-14,
,Store_9269,EAST,Mumbai,KA,India,2022-04-11,
,Store_9270,SOUTH,,TS,India,2021-07-08,CLOSED
S9271,,,Pune,KA,India,2021-11-12,CLOSED
S9272,,SOUTH,,KL,India,2021-04-27,CLOSED
,Store_9273,EAST,Kochi,,India,2023-10-29,CLOSED
S9274,,NORTH,Chennai,KA,India,2021-05-10,
S9275,Store_9275,NORTH,,WB,India,,CLOSED
,Store_9276,,Chennai,KL,India,2025-01-10,RENOVATION
,,SOUTH,Indore,TS,India,2024-04-23,RENOVATION
S9278,Store_9278,EAST,Hyderabad,MP,India,,
S9279,Store_9279,WEST,Kolkata,KL,,2022-02-14,
S9280,Store_9280,NORTH,Bengaluru,,India,2023-10-30,
S9281,,WEST,Hyderabad,TS,,2025-02-23,RENOVATION
S9282,Store_9282,SOUTH,,TS,,2025-09-18,OPEN
S9283,,EAST,Bengaluru,RJ,,2025-08-31,OPEN
S9284,Store_9284,SOUTH,Indore,WB,,,RENOVATION
S9285,Store_9285,NORTH,,TS,,2026-01-02,RENOVATION
S9286,Store_9286,SOUTH,Bengaluru,MH,,,RENOVATION
,Store_9287,NORTH,Mumbai,KA,,2021-12-15,RENOVATION
S9288,,WEST,,TS,India,2024-08-06,OPEN
S9289,Store_9289,SOUTH,Kolkata,,,2023-04-25,RENOVATION
S9290,Store_9290,CENTRAL,Bengaluru,WB,,,OPEN
,,NORTH,Jaipur,TS,India,2023-03-21,CLOSED
S9292,Store_9292,,Kochi,MH,India,,RENOVATION
,Store_9293,CENTRAL,Bengaluru,TN,India,2021-12-10,
S9294,Store_9294,NORTH,Mumbai,KL,,,RENOVATION
,Store_9295,CENTRAL,Pune,WB,India,2022-03-19,
,Store_9296,WEST,Jaipur,,India,2021-10-23,RENOVATION
S9297,Store_9297,EAST,,MH,India,2024-04-06,
S9298,,NORTH,Hyderabad,TS,India,2022-07-21,
S9299,Store_9299,WEST,Kolkata,RJ,,,RENOVATION
,Store_9300,CENTRAL,,MH,India,2023-05-18,CLOSED
,Store_9301,WEST,Delhi,KL,India,2024-06-08,
S9302,Store_9302,,Kochi,TN,India,,RENOVATION
S9303,Store_9303,,Delhi,,India,2025-08-18,RENOVATION
S9304,Store_9304,,Bengaluru,RJ,India,2023-05-16,
S9305,Store_9305,EAST,Bengaluru,RJ,,,OPEN
S9306,Store_9306,SOUTH,,MH,India,2021-09-18,
S9307,Store_9307,,,DL,India,2023-12-25,OPEN
S9308,Store_9308,CENTRAL,Pune,KA,India,,
S9309,Store_9309,EAST,,MH,,2021-05-11,RENOVATION
S9310,Store_9310,WEST,Mumbai,,India,,RENOVATION
S9311,,NORTH,Chennai,WB,,2022-03-25,RENOVATION
S9312,,EAST,Jaipur,KA,India,2024-03-13,
S9313,,EAST,Delhi,KL,India,2023-07-02,
S9314,Store_9314,SOUTH,,,India,2024-02-28,RENOVATION
S9315,Store_9315,NORTH,,MH,,2024-09-20,OPEN
S9316,,,Chennai,MP,India,2024-01-05,CLOSED
S9317,Store_9317,,Indore,MP,India,,OPEN
S9318,Store_9318,,Mumbai,MH,India,,OPEN
,Store_9319,NORTH,Chennai,RJ,India,,CLOSED
,Store_9320,EAST,Kochi,WB,India,2024-01-07,
S9321,,EAST,Jaipur,,India,2024-11-07,CLOSED
,Store_9322,EAST,Jaipur,DL,India,2025-10-23,
S9323,Store_9323,,Mumbai,KL,India,,RENOVATION
S9324,Store_9324,NORTH,Indore,,India,,CLOSED
S9325,Store_9325,,Kolkata,MP,India,,RENOVATION
S9326,Store_9326,,Kochi,TN,,2021-08-17,OPEN
S9327,Store_9327,SOUTH,,MP,,2021-12-08,CLOSED
S9328,Store_9328,,Kolkata,TN,India,,CLOSED
S9329,Store_9329,WEST,,KL,India,2021-11-26,
S9330,Store_9330,NORTH,Kolkata,TS,,2023-09-19,
S9331,,CENTRAL,Hyderabad,MP,India,2024-04-20,
,Store_9332,EAST,,TS,India,2022-11-07,OPEN
S9333,Store_9333,EAST,,WB,India,,CLOSED
,Store_9334,CENTRAL,Kochi,KL,India,,RENOVATION
S9335,,NORTH,Pune,RJ,,2025-12-13,OPEN
S9336,Store_9336,EAST,,,India,2023-06-28,OPEN
S9337,Store_9337,NORTH,Hyderabad,DL,,2022-09-06,
S9338,,EAST,Chennai,,India,2023-02-26,OPEN
S9339,,SOUTH,Pune,KA,,2025-11-18,OPEN
S9340,,WEST,Kochi,TN,India,2023-11-09,
S9341,Store_9341,EAST,Jaipur,MH,,2023-08-25,
S9342,Store_9342,,,MH,India,2024-04-15,CLOSED
S9343,Store_9343,SOUTH,,,India,2025-01-01,RENOVATION
,Store_9344,,Chennai,DL,India,2023-08-24,RENOVATION
,Store_9345,EAST,Hyderabad,MH,India,,OPEN
S9346,Store_9346,NORTH,Kochi,MP,India,,
S9347,Store_9347,,Delhi,TS,India,2024-09-10,
S9348,Store_9348,EAST,Delhi,RJ,,,RENOVATION
S9349,Store_9349,SOUTH,,TN,,2024-04-03,CLOSED
S9350,Store_9350,CENTRAL,Hyderabad,,India,2025-10-03,
S9351,Store_9351,EAST,Indore,KL,India,,
S9352,,WEST,Delhi,,India,2023-09-12,RENOVATION
S9353,Store_9353,WEST,,TN,India,2023-10-12,
S9354,,WEST,Indore,,India,2024-02-13,OPEN
S9355,,,Kolkata,RJ,India,2025-06-29,CLOSED
,Store_9356,WEST,Mumbai,TN,,2023-10-13,CLOSED
S9357,Store_9357,,Mumbai,MH,India,,RENOVATION
S9358,Store_9358,NORTH,Hyderabad,RJ,India,,
S9359,Store_9359,WEST,Delhi,,,2025-01-12,CLOSED
S9360,,SOUTH,Jaipur,MH,,2024-06-19,OPEN
,Store_9361,,Indore,DL,India,2023-03-03,RENOVATION
S9362,,EAST,Mumbai,WB,India,2024-06-24,
S9363,Store_9363,,Bengaluru,,India,2025-03-26,CLOSED
S9364,Store_9364,EAST,,KA,India,2022-09-24,
S9365,Store_9365,,Chennai,TS,,2022-02-02,OPEN
,Store_9366,NORTH,Kolkata,DL,,2024-06-04,OPEN
S9367,Store_9367,,Indore,KA,India,,OPEN
,Store_9368,,Mumbai,TS,India,2024-08-04,OPEN
S9369,Store_9369,,Jaipur,,India,2025-01-08,OPEN
S9370,,,Indore,DL,India,2024-09-13,RENOVATION
,Store_9371,EAST,Hyderabad,,India,2023-04-17,OPEN
S9372,Store_9372,EAST,Kolkata,,,2023-02-02,CLOSED
S9373,Store_9373,CENTRAL,Mumbai,MH,,,CLOSED
S9374,,WEST,Hyderabad,,India,2023-03-13,CLOSED
S9375,Store_9375,NORTH,,TS,India,,RENOVATION
,Store_9376,CENTRAL,,KL,India,2021-02-21,OPEN
,Store_9377,SOUTH,Bengaluru,KA,India,,OPEN
S9378,Store_9378,,Bengaluru,DL,India,,CLOSED
S9379,Store_9379,EAST,,KA,India,,RENOVATION
,Store_9380,WEST,Mumbai,,India,2025-08-19,OPEN
S9381,,NORTH,Hyderabad,,India,2024-12-18,OPEN
S9382,,CENTRAL,Indore,DL,India,,OPEN
S9383,,NORTH,Kolkata,,India,2025-08-08,CLOSED
,Store_9384,NORTH,Pune,MP,India,2021-10-09,
,Store_9385,WEST,Indore,RJ,,2025-12-03,RENOVATION
S9386,Store_9386,,Kolkata,,India,2024-10-29,CLOSED
S9387,,SOUTH,,DL,India,2021-12-30,OPEN
S9388,,WEST,Kolkata,MH,India,,CLOSED
S9389,Store_9389,CENTRAL,,RJ,India,2022-07-18,
,Store_9390,EAST,Pune,TS,India,,RENOVATION
S9391,Store_9391,SOUTH,Indore,,,2024-02-20,RENOVATION
S9392,Store_9392,CENTRAL,Pune,WB,,,CLOSED
,,SOUTH,Jaipur,KL,India,2022-09-18,CLOSED
S9394,Store_9394,,Pune,MH,India,,RENOVATION
S9395,Store_9395,,Kolkata,,India,2023-02-19,CLOSED
,Store_9396,CENTRAL,Chennai,,India,2024-10-01,RENOVATION
,Store_9397,CENTRAL,Kolkata,,India,2022-12-08,OPEN
S9398,,NORTH,Chennai,TS,,2022-12-20,OPEN
S9399,,WEST,,RJ,India,2022-07-27,OPEN
S9400,Store_9400,NORTH,Kochi,MP,,,CLOSED
S9401,,CENTRAL,Indore,,India,2024-05-29,CLOSED
S9402,Store_9402,EAST,Indore,MP,,,CLOSED
S9403,Store_9403,NORTH,Pune,KL,India,,
S9404,,WEST,Hyderabad,,India,2024-05-07,RENOVATION
S9405,Store_9405,,Pune,KA,India,,CLOSED
S9406,Store_9406,,Delhi,,India,2025-06-13,CLOSED
,,SOUTH,Mumbai,TN,India,2024-08-21,CLOSED
S9408,,CENTRAL,Hyderabad,MP,,2025-08-28,RENOVATION
S9409,Store_9409,CENTRAL,Kolkata,MP,India,,
S9410,,NORTH,,DL,India,2022-12-23,CLOSED
S9411,Store_9411,,Kochi,,India,2024-02-23,RENOVATION
,Store_9412,SOUTH,,KL,India,2025-06-08,OPEN
,Store_9413,,Bengaluru,RJ,India,2023-10-07,RENOVATION
S9414,Store_9414,NORTH,Pune,MP,India,,
S9415,Store_9415,,,MP,India,2025-07-16,CLOSED
,Store_9416,SOUTH,Jaipur,,India,2021-02-03,OPEN
,Store_9417,NORTH,Kolkata,WB,India,2021-02-23,
S9418,Store_9418,,Kolkata,MH,India,,RENOVATION
S9419,,CENTRAL,,TN,India,2025-09-17,OPEN
,Store_9420,NORTH,,DL,India,2025-03-17,CLOSED
S9421,,WEST,Indore,WB,India,2021-04-19,
S9422,,WEST,Pune,KA,,2022-09-13,CLOSED
S9423,Store_9423,EAST,Chennai,KL,India,,
S9424,,,Pune,TS,India,2022-11-27,CLOSED
,,NORTH,Indore,MH,India,2024-12-27,RENOVATION
S9426,,NORTH,Delhi,,India,2023-08-29,CLOSED
S9427,Store_9427,,,TS,India,2025-12-25,OPEN
S9428,Store_9428,EAST,,DL,India,2022-12-24,
S9429,Store_9429,,Kolkata,TS,India,,CLOSED
S9430,,WEST,,DL,India,2022-09-25,RENOVATION
S9431,Store_9431,CENTRAL,Kochi,,,2021-02-21,OPEN
S9432,Store_9432,NORTH,Kolkata,,India,,CLOSED
S9433,Store_9433,,Kolkata,DL,,2023-11-09,RENOVATION
S9434,Store_9434,NORTH,,MP,India,,OPEN
S9435,Store_9435,CENTRAL,,TS,,2024-02-08,OPEN
S9436,Store_9436,CENTRAL,,TN,,2023-11-11,CLOSED
S9437,,EAST,Mumbai,RJ,India,2025-08-08,
S9438,Store_9438,WEST,,,India,2023-06-18,RENOVATION
S9439,,,Kochi,RJ,India,2023-11-16,OPEN
S9440,Store_9440,EAST,,TN,India,2023-03-19,
S9441,Store_9441,,Jaipur,,India,2023-10-16,RENOVATION
S9442,Store_9442,,Hyderabad,TN,India,2023-04-24,
S9443,Store_9443,EAST,,,India,2025-05-01,OPEN
S9444,,EAST,,KA,India,2024-10-09,CLOSED
S9445,Store_9445,SOUTH,Kolkata,,India,2023-01-31,
S9446,Store_9446,WEST,,RJ,,2022-03-03,RENOVATION
S9447,,NORTH,Kolkata,MP,India,,CLOSED
S9448,,WEST,Chennai,RJ,India,2023-12-02,
S9449,Store_9449,WEST,Kochi,MP,India,,
S9450,Store_9450,,Bengaluru,RJ,,2021-04-30,CLOSED
,Store_9451,WEST,Indore,TN,India,2026-01-19,
,Store_9452,WEST,Kolkata,TS,India,,CLOSED
S9453,Store_9453,SOUTH,,KA,,2026-01-23,RENOVATION
,,EAST,Hyderabad,KA,India,2021-04-23,RENOVATION
S9455,Store_9455,,Jaipur,KL,,2023-03-10,CLOSED
S9456,,CENTRAL,,WB,India,2021-02-28,RENOVATION
S9457,Store_9457,EAST,,,India,2024-04-26,OPEN
S9458,Store_9458,,Chennai,RJ,India,2023-08-01,
S9459,,WEST,Kolkata,RJ,,2024-09-23,CLOSED
S9460,Store_9460,SOUTH,,TN,,2023-05-27,OPEN
,Store_9461,,Kochi,MP,India,2022-08-29,RENOVATION
,Store_9462,NORTH,Delhi,,India,2024-08-01,CLOSED
,,NORTH,Jaipur,WB,India,2021-04-30,CLOSED
S9464,Store_9464,CENTRAL,,TN,,2025-10-03,CLOSED
S9465,Store_9465,SOUTH,Kolkata,MP,,,OPEN
S9466,,CENTRAL,Indore,MP,India,,CLOSED
S9467,Store_9467,CENTRAL,Hyderabad,MP,India,,
S9468,Store_9468,CENTRAL,,,India,2024-02-24,OPEN
S9469,Store_9469,,Kochi,KL,India,2022-08-01,
S9470,,SOUTH,Bengaluru,,India,2024-08-21,OPEN
,Store_9471,,Kolkata,KA,India,2025-11-29,RENOVATION
,Store_9472,WEST,Indore,,India,2024-12-28,RENOVATION
S9473,,CENTRAL,Chennai,DL,India,,OPEN
S9474,Store_9474,SOUTH,Bengaluru,WB,,2025-11-25,
S9475,,NORTH,Delhi,WB,,2022-04-30,RENOVATION
,,NORTH,Bengaluru,MP,India,2024-08-03,OPEN
,Store_9477,CENTRAL,Delhi,TS,India,,RENOVATION
S9478,Store_9478,SOUTH,Kochi,,,2025-12-26,CLOSED
,Store_9479,SOUTH,Pune,,India,2024-07-30,RENOVATION
S9480,Store_9480,NORTH,Kolkata,MP,India,,
,,CENTRAL,Delhi,WB,India,2024-09-09,OPEN
S9482,Store_9482,WEST,,KL,India,,RENOVATION
S9483,Store_9483,SOUTH,,,India,2025-04-27,RENOVATION
S9484,,EAST,Indore,,India,2022-09-08,RENOVATION
S9485,Store_9485,,,DL,India,2021-07-10,OPEN
S9486,Store_9486,CENTRAL,,KA,India,,RENOVATION
S9487,,NORTH,,MH,India,2023-09-27,RENOVATION
S9488,,,Hyderabad,TS,India,2022-12-14,OPEN
,Store_9489,,Chennai,KA,India,2022-02-11,CLOSED
,Store_9490,NORTH,Kochi,TS,India,2021-09-21,
,,CENTRAL,Kolkata,DL,India,2024-09-13,CLOSED
S9492,Store_9492,,,MH,India,2023-10-31,OPEN
,Store_9493,CENTRAL,Pune,,India,2022-10-14,CLOSED
S9494,Store_9494,EAST,Hyderabad,,India,2025-05-30,
S9495,Store_9495,SOUTH,,WB,,2024-04-24,CLOSED
S9496,Store_9496,NORTH,Delhi,,India,,RENOVATION
,Store_9497,CENTRAL,Kochi,KL,,2023-03-19,OPEN
S9498,Store_9498,EAST,,,India,2025-09-17,RENOVATION
S9499,Store_9499,WEST,Indore,WB,,,OPEN
,Store_9500,,Kolkata,TS,India,2025-08-15,CLOSED
,Store_9501,NORTH,Indore,MH,India,,OPEN
S9502,Store_9502,SOUTH,Mumbai,,India,2024-07-11,
,,SOUTH,Mumbai,WB,India,2025-03-04,CLOSED
S9504,,,Hyderabad,KA,India,2022-03-28,CLOSED
S9505,Store_9505,,,KL,India,2025-11-18,RENOVATION
,Store_9506,CENTRAL,Bengaluru,MH,India,2021-07-16,
S9507,,WEST,Chennai,TN,,2023-05-04,OPEN
S9508,,CENTRAL,,MH,India,2022-03-05,RENOVATION
S9509,Store_9509,SOUTH,Chennai,MH,India,,
S9510,Store_9510,,,KA,India,2022-12-20,OPEN
S9511,Store_9511,,,RJ,India,2025-11-20,CLOSED
S9512,,WEST,Delhi,MP,India,2022-06-05,
,Store_9513,NORTH,Chennai,MH,India,,RENOVATION
S9514,Store_9514,SOUTH,Kolkata,,,2025-02-22,RENOVATION
S9515,Store_9515,,Kolkata,KL,,2022-09-30,OPEN
,Store_9516,CENTRAL,Indore,MH,,2024-08-17,OPEN
S9517,Store_9517,WEST,,DL,India,2025-11-04,
,Store_9518,SOUTH,Jaipur,KL,India,,OPEN
,Store_9519,NORTH,Bengaluru,KL,India,,RENOVATION
S9520,Store_9520,EAST,,,India,2022-08-25,OPEN
S9521,Store_9521,CENTRAL,,TS,,2022-01-08,RENOVATION
S9522,,,Mumbai,MP,India,2022-03-12,OPEN
S9523,Store_9523,WEST,,,India,2023-04-10,RENOVATION
S9524,,SOUTH,Indore,DL,India,,OPEN
S9525,Store_9525,SOUTH,,KA,India,,OPEN
S9526,,SOUTH,Jaipur,WB,India,,RENOVATION
S9527,Store_9527,SOUTH,Bengaluru,,,2024-02-17,OPEN
S9528,Store_9528,SOUTH,Hyderabad,,India,,RENOVATION
S9529,Store_9529,NORTH,Delhi,MP,India,,
S9530,Store_9530,,Delhi,KL,,2022-11-04,CLOSED
S9531,Store_9531,,Mumbai,DL,,2023-04-21,RENOVATION
S9532,Store_9532,SOUTH,,,India,2021-07-05,OPEN
S9533,Store_9533,,Jaipur,TS,,2025-10-25,RENOVATION
S9534,Store_9534,CENTRAL,Indore,KA,India,,
S9535,Store_9535,,Jaipur,WB,,2025-04-21,RENOVATION
S9536,,WEST,Pune,KA,India,2024-08-18,
S9537,,WEST,Jaipur,KA,India,2024-08-07,
S9538,Store_9538,EAST,Mumbai,TN,India,,
S9539,Store_9539,SOUTH,Kochi,,,2025-07-31,RENOVATION
S9540,Store_9540,CENTRAL,Delhi,RJ,,,RENOVATION
S9541,Store_9541,EAST,Indore,,,2024-02-21,CLOSED
S9542,,EAST,Chennai,,India,2023-02-02,OPEN
S9543,,CENTRAL,Pune,KA,,2021-11-29,RENOVATION
S9544,,SOUTH,Jaipur,KA,India,2023-11-01,
S9545,Store_9545,,Bengaluru,,India,2024-09-05,OPEN
S9546,Store_9546,SOUTH,,TN,India,2024-03-26,
S9547,Store_9547,EAST,Hyderabad,,India,,RENOVATION
,Store_9548,SOUTH,Jaipur,MP,,2023-08-03,RENOVATION
,Store_9549,CENTRAL,Bengaluru,,India,2024-03-12,RENOVATION
,,WEST,Bengaluru,RJ,India,2023-09-30,RENOVATION
S9551,Store_9551,WEST,,KA,India,2024-08-06,
,,CENTRAL,Jaipur,RJ,India,2021-02-10,CLOSED
S9553,Store_9553,WEST,Pune,,India,,CLOSED
S9554,Store_9554,NORTH,Hyderabad,,,2021-05-01,RENOVATION
,Store_9555,WEST,Hyderabad,MP,India,2024-06-24,
S9556,Store_9556,CENTRAL,,DL,,2022-05-10,OPEN
S9557,Store_9557,EAST,Kolkata,KA,India,,
,Store_9558,NORTH,Kolkata,,India,2025-08-01,CLOSED
S9559,Store_9559,CENTRAL,,KA,India,,CLOSED
,Store_9560,EAST,Kochi,MH,India,,RENOVATION
,Store_9561,NORTH,Indore,MP,,2022-01-25,CLOSED
